domain,canonical_url,category,source,selection_method,selection_timestamp
bom.gov.au,https://bom.gov.au,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bund.de,https://bund.de,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bundeskanzleramt.gv.at,https://bundeskanzleramt.gv.at,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bundestag.de,https://bundestag.de,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ca.gov,https://ca.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
canada.ca,https://canada.ca,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cbo.gov,https://cbo.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cbs.nl,https://cbs.nl,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cdc.gov,https://cdc.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
census.gov,https://census.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
colorado.gov,https://colorado.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
csiro.au,https://csiro.au,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cso.ie,https://cso.ie,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ct.gov,https://ct.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
czso.cz,https://czso.cz,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
defense.gov,https://defense.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
delaware.gov,https://delaware.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dept-002.gov,https://dept-002.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dept-004.gov,https://dept-004.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dept-006.gov,https://dept-006.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dept-008.gov,https://dept-008.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dept-010.gov,https://dept-010.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dept-012.gov,https://dept-012.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dept-014.gov,https://dept-014.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dept-016.gov,https://dept-016.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dhs.gov,https://dhs.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
doe.gov,https://doe.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
doi.gov,https://doi.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dol.gov,https://dol.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dst.dk,https://dst.dk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dwd.de,https://dwd.de,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ed.gov,https://ed.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
eduskunta.fi,https://eduskunta.fi,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
energy.gov,https://energy.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
epa.gov,https://epa.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
fcc.gov,https://fcc.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
fda.gov,https://fda.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
fl.gov,https://fl.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ft.dk,https://ft.dk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ftc.gov,https://ftc.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gao.gov,https://gao.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
georgia.gov,https://georgia.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gob.cl,https://gob.cl,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gob.mx,https://gob.mx,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gouvernement.fr,https://gouvernement.fr,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gov.br,https://gov.br,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gov.gr,https://gov.gr,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gov.ie,https://gov.ie,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gov.pl,https://gov.pl,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gov.sg,https://gov.sg,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gov.uk,https://gov.uk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gov.za,https://gov.za,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
governo.it,https://governo.it,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
govt.nz,https://govt.nz,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gpo.gov,https://gpo.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
hawaii.gov,https://hawaii.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
hellenicparliament.gr,https://hellenicparliament.gr,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
hhs.gov,https://hhs.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
house.gov,https://house.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
hud.gov,https://hud.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ibge.gov.br,https://ibge.gov.br,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
idaho.gov,https://idaho.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
illinois.gov,https://illinois.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
indec.gob.ar,https://indec.gob.ar,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
india.gov.in,https://india.gov.in,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
indiana.gov,https://indiana.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ine.es,https://ine.es,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ine.gob.cl,https://ine.gob.cl,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ine.pt,https://ine.pt,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
inegi.org.mx,https://inegi.org.mx,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
insee.fr,https://insee.fr,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
iowa.gov,https://iowa.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
isro.gov.in,https://isro.gov.in,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
istat.it,https://istat.it,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
japan.go.jp,https://japan.go.jp,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
justice.gov,https://justice.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kansas.gov,https://kansas.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kantei.go.jp,https://kantei.go.jp,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kentucky.gov,https://kentucky.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kormany.hu,https://kormany.hu,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ksh.hu,https://ksh.hu,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
la.gov,https://la.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
lamoncloa.gob.es,https://lamoncloa.gob.es,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
legifrance.gouv.fr,https://legifrance.gouv.fr,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
loc.gov,https://loc.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
maine.gov,https://maine.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
maryland.gov,https://maryland.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
mass.gov,https://mass.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
metoffice.gov.uk,https://metoffice.gov.uk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
michigan.gov,https://michigan.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
mn.gov,https://mn.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
mo.gov,https://mo.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
montana.gov,https://montana.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ms.gov,https://ms.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nasa.gov,https://nasa.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nationalarchives.gov.uk,https://nationalarchives.gov.uk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nc.gov,https://nc.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nd.gov,https://nd.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nebraska.gov,https://nebraska.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nevada.gov,https://nevada.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nh.gov,https://nh.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nhs.uk,https://nhs.uk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nih.gov,https://nih.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nist.gov,https://nist.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
niti.gov.in,https://niti.gov.in,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nm.gov,https://nm.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
noaa.gov,https://noaa.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nrc-cnrc.gc.ca,https://nrc-cnrc.gc.ca,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ny.gov,https://ny.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ohio.gov,https://ohio.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
oireachtas.ie,https://oireachtas.ie,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
oklahoma.gov,https://oklahoma.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ordnancesurvey.co.uk,https://ordnancesurvey.co.uk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
oregon.gov,https://oregon.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
pa.gov,https://pa.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parl.ca,https://parl.ca,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parlament.ch,https://parlament.ch,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parlament.gv.at,https://parlament.gv.at,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parlament.hu,https://parlament.hu,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parlamento.it,https://parlamento.it,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parlamento.pt,https://parlamento.pt,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parliament.gov.sg,https://parliament.gov.sg,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parliament.nz,https://parliament.nz,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
parliament.uk,https://parliament.uk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
planalto.gov.br,https://planalto.gov.br,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
portugal.gov.pt,https://portugal.gov.pt,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
regeringen.dk,https://regeringen.dk,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
regeringen.se,https://regeringen.se,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
regjeringen.no,https://regjeringen.no,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ri.gov,https://ri.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rijksoverheid.nl,https://rijksoverheid.nl,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
riksdagen.se,https://riksdagen.se,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sba.gov,https://sba.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sc.gov,https://sc.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
scb.se,https://scb.se,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sd.gov,https://sd.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sec.gov,https://sec.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sejm.gov.pl,https://sejm.gov.pl,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
senado.gob.mx,https://senado.gob.mx,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
senat.cz,https://senat.cz,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
senat.fr,https://senat.fr,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
senate.be,https://senate.be,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
senate.gov,https://senate.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
service-public.fr,https://service-public.fr,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
singstat.gov.sg,https://singstat.gov.sg,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ssa.gov,https://ssa.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ssb.no,https://ssb.no,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
stat.fi,https://stat.fi,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
stat.go.jp,https://stat.go.jp,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
stat.gov.pl,https://stat.gov.pl,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
statcan.gc.ca,https://statcan.gc.ca,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
state.gov,https://state.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
statistics.gr,https://statistics.gr,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
statistik.at,https://statistik.at,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
statssa.gov.za,https://statssa.gov.za,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
stortinget.no,https://stortinget.no,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
supremecourt.gov,https://supremecourt.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
texas.gov,https://texas.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
tn.gov,https://tn.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
transportation.gov,https://transportation.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
treasury.gov,https://treasury.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
tweedekamer.nl,https://tweedekamer.nl,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
usa.gov,https://usa.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
usda.gov,https://usda.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
usgs.gov,https://usgs.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
uspto.gov,https://uspto.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
utah.gov,https://utah.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
va.gov,https://va.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
valtioneuvosto.fi,https://valtioneuvosto.fi,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
vermont.gov,https://vermont.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
virginia.gov,https://virginia.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
vlada.cz,https://vlada.cz,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wa.gov,https://wa.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
whitehouse.gov,https://whitehouse.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wisconsin.gov,https://wisconsin.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wv.gov,https://wv.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wyoming.gov,https://wyoming.gov,Government,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
acm.org,https://acm.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
alz.org,https://alz.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
amnesty.org,https://amnesty.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
amnh.org,https://amnh.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
archive.org,https://archive.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
artic.edu,https://artic.edu,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
arxiv.org,https://arxiv.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
audubon.org,https://audubon.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bac-lac.gc.ca,https://bac-lac.gc.ca,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
biorxiv.org,https://biorxiv.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bl.uk,https://bl.uk,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bne.es,https://bne.es,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bnf.fr,https://bnf.fr,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
britishmuseum.org,https://britishmuseum.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
brookings.edu,https://brookings.edu,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bruegel.org,https://bruegel.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cancer.org,https://cancer.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cancerresearchuk.org,https://cancerresearchuk.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
carlsbergfondet.dk,https://carlsbergfondet.dk,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
carnegie.org,https://carnegie.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ceps.eu,https://ceps.eu,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cern.ch,https://cern.ch,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cfr.org,https://cfr.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
chathamhouse.org,https://chathamhouse.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
conservation.org,https://conservation.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cpj.org,https://cpj.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
creativecitizens.org,https://creativecitizens.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
creativecommons.org,https://creativecommons.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
crossref.org,https://crossref.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
csis.org,https://csis.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
datacite.org,https://datacite.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
defenders.org,https://defenders.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
diabetes.org,https://diabetes.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dnb.de,https://dnb.de,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
doaj.org,https://doaj.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
doctorswithoutborders.org,https://doctorswithoutborders.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
edf.org,https://edf.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
eff.org,https://eff.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
english-heritage.org.uk,https://english-heritage.org.uk,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
esa.int,https://esa.int,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
fieldmuseum.org,https://fieldmuseum.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
fordfoundation.org,https://fordfoundation.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-002.org,https://foundation-002.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-004.org,https://foundation-004.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-006.org,https://foundation-006.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-008.org,https://foundation-008.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-010.org,https://foundation-010.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-012.org,https://foundation-012.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-014.org,https://foundation-014.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-016.org,https://foundation-016.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
