domain,seed_category,canonical_url,verification_status
house.gov,Government,https://house.gov,VERIFIED_REAL_CURATED
hp.com,Long-running companies,https://hp.com,VERIFIED_REAL_CURATED
hrw.org,Nonprofits,https://hrw.org,VERIFIED_REAL_CURATED
httpd.apache.org,Open-source/project sites,https://httpd.apache.org,VERIFIED_REAL_CURATED
hud.gov,Government,https://hud.gov,VERIFIED_REAL_CURATED
hull.ac.uk,Universities,https://hull.ac.uk,VERIFIED_REAL_CURATED
hyperorg.com,Personal/independent sites,https://hyperorg.com,VERIFIED_REAL_CURATED
hyundai.com,Long-running companies,https://hyundai.com,VERIFIED_REAL_CURATED
iaea.org,Nonprofits,https://iaea.org,VERIFIED_REAL_CURATED
iana.org,Nonprofits,https://iana.org,VERIFIED_REAL_CURATED
ibge.gov.br,Government,https://ibge.gov.br,VERIFIED_REAL_CURATED
ibm.com,Long-running companies,https://ibm.com,VERIFIED_REAL_CURATED
icann.org,Nonprofits,https://icann.org,VERIFIED_REAL_CURATED
icao.int,Nonprofits,https://icao.int,VERIFIED_REAL_CURATED
icij.org,Nonprofits,https://icij.org,VERIFIED_REAL_CURATED
idaho.gov,Government,https://idaho.gov,VERIFIED_REAL_CURATED
idlewords.com,Personal/independent sites,https://idlewords.com,VERIFIED_REAL_CURATED
idsoftware.com,Long-running companies,https://idsoftware.com,VERIFIED_REAL_CURATED
iec.ch,Nonprofits,https://iec.ch,VERIFIED_REAL_CURATED
ieee.org,Nonprofits,https://ieee.org,VERIFIED_REAL_CURATED
ietf.org,Nonprofits,https://ietf.org,VERIFIED_REAL_CURATED
iiss.org,Nonprofits,https://iiss.org,VERIFIED_REAL_CURATED
illinois.gov,Government,https://illinois.gov,VERIFIED_REAL_CURATED
ilo.org,Nonprofits,https://ilo.org,VERIFIED_REAL_CURATED
imf.org,Nonprofits,https://imf.org,VERIFIED_REAL_CURATED
imls.gov,Government,https://imls.gov,VERIFIED_REAL_CURATED
imo.org,Nonprofits,https://imo.org,VERIFIED_REAL_CURATED
indec.gob.ar,Government,https://indec.gob.ar,VERIFIED_REAL_CURATED
india.gov.in,Government,https://india.gov.in,VERIFIED_REAL_CURATED
indiana.gov,Government,https://indiana.gov,VERIFIED_REAL_CURATED
indieweb.org,Personal/independent sites,https://indieweb.org,VERIFIED_REAL_CURATED
ine.es,Government,https://ine.es,VERIFIED_REAL_CURATED
ine.gob.cl,Government,https://ine.gob.cl,VERIFIED_REAL_CURATED
ine.pt,Government,https://ine.pt,VERIFIED_REAL_CURATED
inegi.org.mx,Government,https://inegi.org.mx,VERIFIED_REAL_CURATED
inkscape.org,Open-source/project sites,https://inkscape.org,VERIFIED_REAL_CURATED
insee.fr,Government,https://insee.fr,VERIFIED_REAL_CURATED
intel.com,Long-running companies,https://intel.com,VERIFIED_REAL_CURATED
interconnected.org,Personal/independent sites,https://interconnected.org,VERIFIED_REAL_CURATED
interport.net,Long-running companies,https://interport.net,VERIFIED_REAL_CURATED
iowa.gov,Government,https://iowa.gov,VERIFIED_REAL_CURATED
isc.org,Open-source/project sites,https://isc.org,VERIFIED_REAL_CURATED
islamic-relief.org,Nonprofits,https://islamic-relief.org,VERIFIED_REAL_CURATED
iso.org,Nonprofits,https://iso.org,VERIFIED_REAL_CURATED
isro.gov.in,Government,https://isro.gov.in,VERIFIED_REAL_CURATED
istat.it,Government,https://istat.it,VERIFIED_REAL_CURATED
istio.io,Open-source/project sites,https://istio.io,VERIFIED_REAL_CURATED
itch.io,Personal/independent sites,https://itch.io,VERIFIED_REAL_CURATED
ithaca.edu,Universities,https://ithaca.edu,VERIFIED_REAL_CURATED
itu.int,Nonprofits,https://itu.int,VERIFIED_REAL_CURATED
jaegertracing.io,Open-source/project sites,https://jaegertracing.io,VERIFIED_REAL_CURATED
japan.go.jp,Government,https://japan.go.jp,VERIFIED_REAL_CURATED
jax.org,Nonprofits,https://jax.org,VERIFIED_REAL_CURATED
jeremykun.com,Personal/independent sites,https://jeremykun.com,VERIFIED_REAL_CURATED
jhu.edu,Universities,https://jhu.edu,VERIFIED_REAL_CURATED
jmu.edu,Universities,https://jmu.edu,VERIFIED_REAL_CURATED
jnj.com,Long-running companies,https://jnj.com,VERIFIED_REAL_CURATED
joelonsoftware.com,Personal/independent sites,https://joelonsoftware.com,VERIFIED_REAL_CURATED
joinmastodon.org,Personal/independent sites,https://joinmastodon.org,VERIFIED_REAL_CURATED
jsu.edu,Universities,https://jsu.edu,VERIFIED_REAL_CURATED
justice.gov,Government,https://justice.gov,VERIFIED_REAL_CURATED
jvns.ca,Personal/independent sites,https://jvns.ca,VERIFIED_REAL_CURATED
jwz.org,Personal/independent sites,https://jwz.org,VERIFIED_REAL_CURATED
kafka.apache.org,Open-source/project sites,https://kafka.apache.org,VERIFIED_REAL_CURATED
kansas.gov,Government,https://kansas.gov,VERIFIED_REAL_CURATED
kantei.go.jp,Government,https://kantei.go.jp,VERIFIED_REAL_CURATED
kb.dk,Nonprofits,https://kb.dk,VERIFIED_REAL_CURATED
kb.nl,Nonprofits,https://kb.nl,VERIFIED_REAL_CURATED
kcl.ac.uk,Universities,https://kcl.ac.uk,VERIFIED_REAL_CURATED
kde.org,Open-source/project sites,https://kde.org,VERIFIED_REAL_CURATED
keele.ac.uk,Universities,https://keele.ac.uk,VERIFIED_REAL_CURATED
keepass.info,Open-source/project sites,https://keepass.info,VERIFIED_REAL_CURATED
kelloggs.com,Long-running companies,https://kelloggs.com,VERIFIED_REAL_CURATED
kent.ac.uk,Universities,https://kent.ac.uk,VERIFIED_REAL_CURATED
kentucky.gov,Government,https://kentucky.gov,VERIFIED_REAL_CURATED
kernel.org,Open-source/project sites,https://kernel.org,VERIFIED_REAL_CURATED
keuka.edu,Universities,https://keuka.edu,VERIFIED_REAL_CURATED
kia.com,Long-running companies,https://kia.com,VERIFIED_REAL_CURATED
kingston.ac.uk,Universities,https://kingston.ac.uk,VERIFIED_REAL_CURATED
knightfoundation.org,Nonprofits,https://knightfoundation.org,VERIFIED_REAL_CURATED
komatsu.com,Long-running companies,https://komatsu.com,VERIFIED_REAL_CURATED
konami.com,Long-running companies,https://konami.com,VERIFIED_REAL_CURATED
kormany.hu,Government,https://kormany.hu,VERIFIED_REAL_CURATED
kottke.org,Personal/independent sites,https://kottke.org,VERIFIED_REAL_CURATED
kraftheinzcompany.com,Long-running companies,https://kraftheinzcompany.com,VERIFIED_REAL_CURATED
kresge.org,Nonprofits,https://kresge.org,VERIFIED_REAL_CURATED
ksh.hu,Government,https://ksh.hu,VERIFIED_REAL_CURATED
ksu.edu,Universities,https://ksu.edu,VERIFIED_REAL_CURATED
kubernetes.io,Open-source/project sites,https://kubernetes.io,VERIFIED_REAL_CURATED
la.gov,Government,https://la.gov,VERIFIED_REAL_CURATED
lafayette.edu,Universities,https://lafayette.edu,VERIFIED_REAL_CURATED
lamoncloa.gob.es,Government,https://lamoncloa.gob.es,VERIFIED_REAL_CURATED
latech.edu,Universities,https://latech.edu,VERIFIED_REAL_CURATED
legifrance.gouv.fr,Government,https://legifrance.gouv.fr,VERIFIED_REAL_CURATED
lehigh.edu,Universities,https://lehigh.edu,VERIFIED_REAL_CURATED
lemmy.world,Personal/independent sites,https://lemmy.world,VERIFIED_REAL_CURATED
lemoine.edu,Universities,https://lemoine.edu,VERIFIED_REAL_CURATED
lesswrong.com,Personal/independent sites,https://lesswrong.com,VERIFIED_REAL_CURATED
lexaloffle.com,Personal/independent sites,https://lexaloffle.com,VERIFIED_REAL_CURATED
libevent.org,Open-source/project sites,https://libevent.org,VERIFIED_REAL_CURATED
libreoffice.org,Open-source/project sites,https://libreoffice.org,VERIFIED_REAL_CURATED
libsdl.org,Open-source/project sites,https://libsdl.org,VERIFIED_REAL_CURATED
libuv.org,Open-source/project sites,https://libuv.org,VERIFIED_REAL_CURATED
lighttpd.net,Open-source/project sites,https://lighttpd.net,VERIFIED_REAL_CURATED
lilianweng.github.io,Personal/independent sites,https://lilianweng.github.io,VERIFIED_REAL_CURATED
linkerd.io,Open-source/project sites,https://linkerd.io,VERIFIED_REAL_CURATED
linkwitzlab.com,Personal/independent sites,https://linkwitzlab.com,VERIFIED_REAL_CURATED
linuxfoundation.org,Nonprofits,https://linuxfoundation.org,VERIFIED_REAL_CURATED
liverpool.ac.uk,Universities,https://liverpool.ac.uk,VERIFIED_REAL_CURATED
llvm.org,Open-source/project sites,https://llvm.org,VERIFIED_REAL_CURATED
lobste.rs,Personal/independent sites,https://lobste.rs,VERIFIED_REAL_CURATED
loc.gov,Government,https://loc.gov,VERIFIED_REAL_CURATED
lockheedmartin.com,Long-running companies,https://lockheedmartin.com,VERIFIED_REAL_CURATED
louisville.edu,Universities,https://louisville.edu,VERIFIED_REAL_CURATED
louvre.fr,Nonprofits,https://louvre.fr,VERIFIED_REAL_CURATED
loyola.edu,Universities,https://loyola.edu,VERIFIED_REAL_CURATED
lsbu.ac.uk,Universities,https://lsbu.ac.uk,VERIFIED_REAL_CURATED
lse.ac.uk,Universities,https://lse.ac.uk,VERIFIED_REAL_CURATED
lua.org,Open-source/project sites,https://lua.org,VERIFIED_REAL_CURATED
lucasarts.com,Long-running companies,https://lucasarts.com,VERIFIED_REAL_CURATED
lucatrevisan.wordpress.com,Personal/independent sites,https://lucatrevisan.wordpress.com,VERIFIED_REAL_CURATED
lucene.apache.org,Open-source/project sites,https://lucene.apache.org,VERIFIED_REAL_CURATED
macfound.org,Nonprofits,https://macfound.org,VERIFIED_REAL_CURATED
maine.gov,Government,https://maine.gov,VERIFIED_REAL_CURATED
marginalia.nu,Personal/independent sites,https://marginalia.nu,VERIFIED_REAL_CURATED
mariadb.org,Open-source/project sites,https://mariadb.org,VERIFIED_REAL_CURATED
maryland.gov,Government,https://maryland.gov,VERIFIED_REAL_CURATED
massgeneral.org,Nonprofits,https://massgeneral.org,VERIFIED_REAL_CURATED
mataroa.blog,Personal/independent sites,https://mataroa.blog,VERIFIED_REAL_CURATED
mathoverflow.net,Personal/independent sites,https://mathoverflow.net,VERIFIED_REAL_CURATED
matrix.org,Open-source/project sites,https://matrix.org,VERIFIED_REAL_CURATED
mattermost.com,Open-source/project sites,https://mattermost.com,VERIFIED_REAL_CURATED
mayoclinic.org,Nonprofits,https://mayoclinic.org,VERIFIED_REAL_CURATED
mazda.com,Long-running companies,https://mazda.com,VERIFIED_REAL_CURATED
mdx.ac.uk,Universities,https://mdx.ac.uk,VERIFIED_REAL_CURATED
meatballwiki.org,Personal/independent sites,https://meatballwiki.org,VERIFIED_REAL_CURATED
medrxiv.org,Nonprofits,https://medrxiv.org,VERIFIED_REAL_CURATED
medtronic.com,Long-running companies,https://medtronic.com,VERIFIED_REAL_CURATED
mellon.org,Nonprofits,https://mellon.org,VERIFIED_REAL_CURATED
meltingasphalt.com,Personal/independent sites,https://meltingasphalt.com,VERIFIED_REAL_CURATED
memcached.org,Open-source/project sites,https://memcached.org,VERIFIED_REAL_CURATED
mercedes-benz.com,Long-running companies,https://mercedes-benz.com,VERIFIED_REAL_CURATED
mercer.edu,Universities,https://mercer.edu,VERIFIED_REAL_CURATED
merck.com,Long-running companies,https://merck.com,VERIFIED_REAL_CURATED
mercurial-scm.org,Open-source/project sites,https://mercurial-scm.org,VERIFIED_REAL_CURATED
mercycorps.org,Nonprofits,https://mercycorps.org,VERIFIED_REAL_CURATED
metafilter.com,Personal/independent sites,https://metafilter.com,VERIFIED_REAL_CURATED
metmuseum.org,Nonprofits,https://metmuseum.org,VERIFIED_REAL_CURATED
metoffice.gov.uk,Government,https://metoffice.gov.uk,VERIFIED_REAL_CURATED
meyerweb.com,Personal/independent sites,https://meyerweb.com,VERIFIED_REAL_CURATED
miami.edu,Universities,https://miami.edu,VERIFIED_REAL_CURATED
michigan.gov,Government,https://michigan.gov,VERIFIED_REAL_CURATED
micro.blog,Personal/independent sites,https://micro.blog,VERIFIED_REAL_CURATED
microprose.com,Long-running companies,https://microprose.com,VERIFIED_REAL_CURATED
microsoft.com,Long-running companies,https://microsoft.com,VERIFIED_REAL_CURATED
midnight.pub,Personal/independent sites,https://midnight.pub,VERIFIED_REAL_CURATED
mindspring.com,Long-running companies,https://mindspring.com,VERIFIED_REAL_CURATED
minfin.gov.pl,Government,https://minfin.gov.pl,VERIFIED_REAL_CURATED
missouri.edu,Universities,https://missouri.edu,VERIFIED_REAL_CURATED
mit.edu,Universities,https://mit.edu,VERIFIED_REAL_CURATED
mitchellh.com,Personal/independent sites,https://mitchellh.com,VERIFIED_REAL_CURATED
mmu.ac.uk,Universities,https://mmu.ac.uk,VERIFIED_REAL_CURATED
mn.gov,Government,https://mn.gov,VERIFIED_REAL_CURATED
mo.gov,Government,https://mo.gov,VERIFIED_REAL_CURATED
modwiggler.com,Personal/independent sites,https://modwiggler.com,VERIFIED_REAL_CURATED
moma.org,Nonprofits,https://moma.org,VERIFIED_REAL_CURATED
mondelezinternational.com,Long-running companies,https://mondelezinternational.com,VERIFIED_REAL_CURATED
mongodb.com,Open-source/project sites,https://mongodb.com,VERIFIED_REAL_CURATED
monome.org,Personal/independent sites,https://monome.org,VERIFIED_REAL_CURATED
montana.edu,Universities,https://montana.edu,VERIFIED_REAL_CURATED
montana.gov,Government,https://montana.gov,VERIFIED_REAL_CURATED
moore.org,Nonprofits,https://moore.org,VERIFIED_REAL_CURATED
mozilla.org,Open-source/project sites,https://mozilla.org,VERIFIED_REAL_CURATED
ms.gov,Government,https://ms.gov,VERIFIED_REAL_CURATED
mskcc.org,Nonprofits,https://mskcc.org,VERIFIED_REAL_CURATED
msstate.edu,Universities,https://msstate.edu,VERIFIED_REAL_CURATED
muhlenberg.edu,Universities,https://muhlenberg.edu,VERIFIED_REAL_CURATED
mzv.cz,Government,https://mzv.cz,VERIFIED_REAL_CURATED
namco.com,Long-running companies,https://namco.com,VERIFIED_REAL_CURATED
nasa.gov,Government,https://nasa.gov,VERIFIED_REAL_CURATED
nationalarchives.gov.uk,Government,https://nationalarchives.gov.uk,VERIFIED_REAL_CURATED
nature.com,Long-running companies,https://nature.com,VERIFIED_REAL_CURATED
nature.org,Nonprofits,https://nature.org,VERIFIED_REAL_CURATED
nau.edu,Universities,https://nau.edu,VERIFIED_REAL_CURATED
nb.no,Nonprofits,https://nb.no,VERIFIED_REAL_CURATED
nc.gov,Government,https://nc.gov,VERIFIED_REAL_CURATED
ncase.me,Personal/independent sites,https://ncase.me,VERIFIED_REAL_CURATED
ncsu.edu,Universities,https://ncsu.edu,VERIFIED_REAL_CURATED
nd.edu,Universities,https://nd.edu,VERIFIED_REAL_CURATED
nd.gov,Government,https://nd.gov,VERIFIED_REAL_CURATED
ndsu.edu,Universities,https://ndsu.edu,VERIFIED_REAL_CURATED
nebraska.edu,Universities,https://nebraska.edu,VERIFIED_REAL_CURATED
nebraska.gov,Government,https://nebraska.gov,VERIFIED_REAL_CURATED
nec.com,Long-running companies,https://nec.com,VERIFIED_REAL_CURATED
neh.gov,Government,https://neh.gov,VERIFIED_REAL_CURATED
neocities.org,Personal/independent sites,https://neocities.org,VERIFIED_REAL_CURATED
neovim.io,Open-source/project sites,https://neovim.io,VERIFIED_REAL_CURATED
nestle.com,Long-running companies,https://nestle.com,VERIFIED_REAL_CURATED
netbsd.org,Open-source/project sites,https://netbsd.org,VERIFIED_REAL_CURATED
netbsdfoundation.org,Nonprofits,https://netbsdfoundation.org,VERIFIED_REAL_CURATED
nevada.gov,Government,https://nevada.gov,VERIFIED_REAL_CURATED
nextcloud.com,Open-source/project sites,https://nextcloud.com,VERIFIED_REAL_CURATED
nginx.org,Open-source/project sites,https://nginx.org,VERIFIED_REAL_CURATED
nh.gov,Government,https://nh.gov,VERIFIED_REAL_CURATED
nhs.uk,Government,https://nhs.uk,VERIFIED_REAL_CURATED
niagara.edu,Universities,https://niagara.edu,VERIFIED_REAL_CURATED
nih.gov,Government,https://nih.gov,VERIFIED_REAL_CURATED
nim-lang.org,Open-source/project sites,https://nim-lang.org,VERIFIED_REAL_CURATED
nintendo.com,Long-running companies,https://nintendo.com,VERIFIED_REAL_CURATED
nissan-global.com,Long-running companies,https://nissan-global.com,VERIFIED_REAL_CURATED
nist.gov,Government,https://nist.gov,VERIFIED_REAL_CURATED
niti.gov.in,Government,https://niti.gov.in,VERIFIED_REAL_CURATED
nla.gov.au,Nonprofits,https://nla.gov.au,VERIFIED_REAL_CURATED
nm.gov,Government,https://nm.gov,VERIFIED_REAL_CURATED
nmsu.edu,Universities,https://nmsu.edu,VERIFIED_REAL_CURATED
noaa.gov,Government,https://noaa.gov,VERIFIED_REAL_CURATED
nodejs.org,Open-source/project sites,https://nodejs.org,VERIFIED_REAL_CURATED
nokia.com,Long-running companies,https://nokia.com,VERIFIED_REAL_CURATED
northropgrumman.com,Long-running companies,https://northropgrumman.com,VERIFIED_REAL_CURATED
northumbria.ac.uk,Universities,https://northumbria.ac.uk,VERIFIED_REAL_CURATED
norvig.com,Personal/independent sites,https://norvig.com,VERIFIED_REAL_CURATED
notepad-plus-plus.org,Open-source/project sites,https://notepad-plus-plus.org,VERIFIED_REAL_CURATED
novartis.com,Long-running companies,https://novartis.com,VERIFIED_REAL_CURATED
novell.com,Long-running companies,https://novell.com,VERIFIED_REAL_CURATED
nrc-cnrc.gc.ca,Government,https://nrc-cnrc.gc.ca,VERIFIED_REAL_CURATED
nsf.gov,Government,https://nsf.gov,VERIFIED_REAL_CURATED
ntu.ac.uk,Universities,https://ntu.ac.uk,VERIFIED_REAL_CURATED
numfocus.org,Nonprofits,https://numfocus.org,VERIFIED_REAL_CURATED
nwlink.com,Long-running companies,https://nwlink.com,VERIFIED_REAL_CURATED
ny.gov,Government,https://ny.gov,VERIFIED_REAL_CURATED
nypl.org,Nonprofits,https://nypl.org,VERIFIED_REAL_CURATED
nytimes.com,Long-running companies,https://nytimes.com,VERIFIED_REAL_CURATED
nyu.edu,Universities,https://nyu.edu,VERIFIED_REAL_CURATED
ocaml.org,Open-source/project sites,https://ocaml.org,VERIFIED_REAL_CURATED
odin-lang.org,Open-source/project sites,https://odin-lang.org,VERIFIED_REAL_CURATED
oecd.org,Nonprofits,https://oecd.org,VERIFIED_REAL_CURATED
ohio.gov,Government,https://ohio.gov,VERIFIED_REAL_CURATED
oireachtas.ie,Government,https://oireachtas.ie,VERIFIED_REAL_CURATED
okfn.org,Nonprofits,https://okfn.org,VERIFIED_REAL_CURATED
oklahoma.gov,Government,https://oklahoma.gov,VERIFIED_REAL_CURATED
oldwestbury.edu,Universities,https://oldwestbury.edu,VERIFIED_REAL_CURATED
olemiss.edu,Universities,https://olemiss.edu,VERIFIED_REAL_CURATED
openapis.org,Nonprofits,https://openapis.org,VERIFIED_REAL_CURATED
openbsd.org,Open-source/project sites,https://openbsd.org,VERIFIED_REAL_CURATED
opencontainers.org,Nonprofits,https://opencontainers.org,VERIFIED_REAL_CURATED
opencontent.org,Nonprofits,https://opencontent.org,VERIFIED_REAL_CURATED
opencv.org,Open-source/project sites,https://opencv.org,VERIFIED_REAL_CURATED
openhab.org,Open-source/project sites,https://openhab.org,VERIFIED_REAL_CURATED
openresty.org,Open-source/project sites,https://openresty.org,VERIFIED_REAL_CURATED
opensocietyfoundations.org,Nonprofits,https://opensocietyfoundations.org,VERIFIED_REAL_CURATED
openssl.org,Open-source/project sites,https://openssl.org,VERIFIED_REAL_CURATED
openstack.org,Nonprofits,https://openstack.org,VERIFIED_REAL_CURATED
opensuse.org,Open-source/project sites,https://opensuse.org,VERIFIED_REAL_CURATED
opentelemetry.io,Open-source/project sites,https://opentelemetry.io,VERIFIED_REAL_CURATED
openwrt.org,Open-source/project sites,https://openwrt.org,VERIFIED_REAL_CURATED
opnsense.org,Open-source/project sites,https://opnsense.org,VERIFIED_REAL_CURATED
oracle.com,Long-running companies,https://oracle.com,VERIFIED_REAL_CURATED
orange.com,Long-running companies,https://orange.com,VERIFIED_REAL_CURATED
orcid.org,Nonprofits,https://orcid.org,VERIFIED_REAL_CURATED
ordnancesurvey.co.uk,Government,https://ordnancesurvey.co.uk,VERIFIED_REAL_CURATED
oregon.gov,Government,https://oregon.gov,VERIFIED_REAL_CURATED
osgeo.org,Nonprofits,https://osgeo.org,VERIFIED_REAL_CURATED
osu.edu,Universities,https://osu.edu,VERIFIED_REAL_CURATED
oswego.edu,Universities,https://oswego.edu,VERIFIED_REAL_CURATED
oup.com,Long-running companies,https://oup.com,VERIFIED_REAL_CURATED
overcomingbias.com,Personal/independent sites,https://overcomingbias.com,VERIFIED_REAL_CURATED
owncloud.com,Open-source/project sites,https://owncloud.com,VERIFIED_REAL_CURATED
oxfam.org,Nonprofits,https://oxfam.org,VERIFIED_REAL_CURATED
pa.gov,Government,https://pa.gov,VERIFIED_REAL_CURATED
pace.edu,Universities,https://pace.edu,VERIFIED_REAL_CURATED
packard.org,Nonprofits,https://packard.org,VERIFIED_REAL_CURATED
panasonic.com,Long-running companies,https://panasonic.com,VERIFIED_REAL_CURATED
pandoc.org,Open-source/project sites,https://pandoc.org,VERIFIED_REAL_CURATED
panix.com,Long-running companies,https://panix.com,VERIFIED_REAL_CURATED
parl.ca,Government,https://parl.ca,VERIFIED_REAL_CURATED
parlament.ch,Government,https://parlament.ch,VERIFIED_REAL_CURATED
parlament.gv.at,Government,https://parlament.gv.at,VERIFIED_REAL_CURATED
parlament.hu,Government,https://parlament.hu,VERIFIED_REAL_CURATED
parlamento.it,Government,https://parlamento.it,VERIFIED_REAL_CURATED
parlamento.pt,Government,https://parlamento.pt,VERIFIED_REAL_CURATED
parliament.gov.sg,Government,https://parliament.gov.sg,VERIFIED_REAL_CURATED
parliament.nz,Government,https://parliament.nz,VERIFIED_REAL_CURATED
parliament.uk,Government,https://parliament.uk,VERIFIED_REAL_CURATED
passdiy.com,Personal/independent sites,https://passdiy.com,VERIFIED_REAL_CURATED
paulgraham.com,Personal/independent sites,https://paulgraham.com,VERIFIED_REAL_CURATED
peacecorps.gov,Government,https://peacecorps.gov,VERIFIED_REAL_CURATED
peertube.tv,Personal/independent sites,https://peertube.tv,VERIFIED_REAL_CURATED
pepsico.com,Long-running companies,https://pepsico.com,VERIFIED_REAL_CURATED
perl.org,Open-source/project sites,https://perl.org,VERIFIED_REAL_CURATED
perlfoundation.org,Nonprofits,https://perlfoundation.org,VERIFIED_REAL_CURATED
pewresearch.org,Nonprofits,https://pewresearch.org,VERIFIED_REAL_CURATED
pewtrusts.org,Nonprofits,https://pewtrusts.org,VERIFIED_REAL_CURATED
pfizer.com,Long-running companies,https://pfizer.com,VERIFIED_REAL_CURATED
pfsense.org,Open-source/project sites,https://pfsense.org,VERIFIED_REAL_CURATED
philips.com,Long-running companies,https://philips.com,VERIFIED_REAL_CURATED
php.net,Open-source/project sites,https://php.net,VERIFIED_REAL_CURATED
phpbb.com,Open-source/project sites,https://phpbb.com,VERIFIED_REAL_CURATED
pi-hole.net,Open-source/project sites,https://pi-hole.net,VERIFIED_REAL_CURATED
pika.page,Personal/independent sites,https://pika.page,VERIFIED_REAL_CURATED
pipeline.com,Long-running companies,https://pipeline.com,VERIFIED_REAL_CURATED
pitt.edu,Universities,https://pitt.edu,VERIFIED_REAL_CURATED
pixelfed.org,Personal/independent sites,https://pixelfed.org,VERIFIED_REAL_CURATED
planalto.gov.br,Government,https://planalto.gov.br,VERIFIED_REAL_CURATED
plasticbag.org,Personal/independent sites,https://plasticbag.org,VERIFIED_REAL_CURATED
plos.org,Nonprofits,https://plos.org,VERIFIED_REAL_CURATED
plymouth.ac.uk,Universities,https://plymouth.ac.uk,VERIFIED_REAL_CURATED
pnpm.io,Open-source/project sites,https://pnpm.io,VERIFIED_REAL_CURATED
podman.io,Open-source/project sites,https://podman.io,VERIFIED_REAL_CURATED
porsche.com,Long-running companies,https://porsche.com,VERIFIED_REAL_CURATED
port.ac.uk,Universities,https://port.ac.uk,VERIFIED_REAL_CURATED
portugal.gov.pt,Government,https://portugal.gov.pt,VERIFIED_REAL_CURATED
posco.com,Long-running companies,https://posco.com,VERIFIED_REAL_CURATED
postgresql.org,Open-source/project sites,https://postgresql.org,VERIFIED_REAL_CURATED
potsdam.edu,Universities,https://potsdam.edu,VERIFIED_REAL_CURATED
prado.es,Nonprofits,https://prado.es,VERIFIED_REAL_CURATED
princeton.edu,Universities,https://princeton.edu,VERIFIED_REAL_CURATED
prog21.dadgum.com,Personal/independent sites,https://prog21.dadgum.com,VERIFIED_REAL_CURATED
prometheus.io,Open-source/project sites,https://prometheus.io,VERIFIED_REAL_CURATED
propublica.org,Nonprofits,https://propublica.org,VERIFIED_REAL_CURATED
proxmox.com,Open-source/project sites,https://proxmox.com,VERIFIED_REAL_CURATED
putty.org,Open-source/project sites,https://putty.org,VERIFIED_REAL_CURATED
python-poetry.org,Nonprofits,https://python-poetry.org,VERIFIED_REAL_CURATED
python.org,Open-source/project sites,https://python.org,VERIFIED_REAL_CURATED
qemu.org,Open-source/project sites,https://qemu.org,VERIFIED_REAL_CURATED
qmu.ac.uk,Universities,https://qmu.ac.uk,VERIFIED_REAL_CURATED
qt.io,Open-source/project sites,https://qt.io,VERIFIED_REAL_CURATED
qub.ac.uk,Universities,https://qub.ac.uk,VERIFIED_REAL_CURATED
quirksmode.org,Personal/independent sites,https://quirksmode.org,VERIFIED_REAL_CURATED
rabbitmq.com,Open-source/project sites,https://rabbitmq.com,VERIFIED_REAL_CURATED
rachelbythebay.com,Personal/independent sites,https://rachelbythebay.com,VERIFIED_REAL_CURATED
rand.org,Nonprofits,https://rand.org,VERIFIED_REAL_CURATED
rawtext.club,Personal/independent sites,https://rawtext.club,VERIFIED_REAL_CURATED
raylib.com,Open-source/project sites,https://raylib.com,VERIFIED_REAL_CURATED
raytheon.com,Long-running companies,https://raytheon.com,VERIFIED_REAL_CURATED
reading.ac.uk,Universities,https://reading.ac.uk,VERIFIED_REAL_CURATED
redblobgames.com,Personal/independent sites,https://redblobgames.com,VERIFIED_REAL_CURATED
redcross.org,Nonprofits,https://redcross.org,VERIFIED_REAL_CURATED
redhat.com,Long-running companies,https://redhat.com,VERIFIED_REAL_CURATED
redis.io,Open-source/project sites,https://redis.io,VERIFIED_REAL_CURATED
regeringen.dk,Government,https://regeringen.dk,VERIFIED_REAL_CURATED
regeringen.se,Government,https://regeringen.se,VERIFIED_REAL_CURATED
regjeringen.no,Government,https://regjeringen.no,VERIFIED_REAL_CURATED
rekka.dev,Personal/independent sites,https://rekka.dev,VERIFIED_REAL_CURATED
renaultgroup.com,Long-running companies,https://renaultgroup.com,VERIFIED_REAL_CURATED
repsol.com,Long-running companies,https://repsol.com,VERIFIED_REAL_CURATED
reuters.com,Long-running companies,https://reuters.com,VERIFIED_REAL_CURATED
rgu.ac.uk,Universities,https://rgu.ac.uk,VERIFIED_REAL_CURATED
rhul.ac.uk,Universities,https://rhul.ac.uk,VERIFIED_REAL_CURATED
ri.gov,Government,https://ri.gov,VERIFIED_REAL_CURATED
ribbonfarm.com,Personal/independent sites,https://ribbonfarm.com,VERIFIED_REAL_CURATED
rijksmuseum.nl,Nonprofits,https://rijksmuseum.nl,VERIFIED_REAL_CURATED
rijksoverheid.nl,Government,https://rijksoverheid.nl,VERIFIED_REAL_CURATED
riksdagen.se,Government,https://riksdagen.se,VERIFIED_REAL_CURATED
rio-tinto.com,Long-running companies,https://rio-tinto.com,VERIFIED_REAL_CURATED
rjlipton.wpcomstaging.com,Personal/independent sites,https://rjlipton.wpcomstaging.com,VERIFIED_REAL_CURATED
roche.com,Long-running companies,https://roche.com,VERIFIED_REAL_CURATED
rochester.edu,Universities,https://rochester.edu,VERIFIED_REAL_CURATED
rockefellerfoundation.org,Nonprofits,https://rockefellerfoundation.org,VERIFIED_REAL_CURATED
rockpapershotgun.com,Personal/independent sites,https://rockpapershotgun.com,VERIFIED_REAL_CURATED
